"Season 1 started off strong with the betrayal stuff, but after he gets his revenge it totally loses its hook and becomes a generic harem show.",armchair critic
"It's literally just cooking matches combined with outrageous reactions. Gets repetitive pretty fast, but the recipes actually look tasty.",armchair critic
"The main guy cries in literally every single episode while middle schoolers beat each other up. Kind of dumb premise, but the plot twists keep you watching.",armchair critic
"Starts off as a cool giant robot show with cool music, then completely loses its mind in the last five episodes with aliens outta nowhere.",armchair critic
"The sound effects are incredible, every punch sounds like a bomb going off. The story is pretty goofy though, especially the forced fanservice scenes.",armchair critic
"It's basically an educational show with anime tropes. Senku solves every problem instantly with magic science. Fun to watch, but zero tension.",armchair critic
"Rimuru gets way too powerful way too fast. There's no real threat to anyone anymore, so it's mostly just city building and eating food now.",armchair critic
"Asta screams for the first 20 episodes straight, which almost made me drop it. Gets better later, but it's still just Naruto with magic spells.",armchair critic
"The main character is completely insane and living out his middle school fantasy, and honestly it's pretty entertaining. Pure comedy.",armchair critic
"The title sounds like a hentai, but it's actually just a solid basic fantasy dungeon crawler. Nothing mindblowing, but enjoyable enough.",armchair critic
"Just a simple slice of life show about an annoying girl bugging a college guy. Good for a quick laugh, nothing deep here.",armchair critic
"It's literally Squid Game but with soccer. Completely ridiculous and unrealistic, but kinda hyped up for no reason.",armchair critic
"Pretty weird show. Main guy just wants to touch a girl and eat jam on toast. Action is cool though.",armchair critic
"It's basically a show about an elf walking around doing side quests after the main story already ended. Pretty relaxing watch overall.",armchair critic
"The animation team carried this entire series. Without those colorful sword effects, it's just a basic demon hunting plot.",armchair critic
"Gojo is cool and the fights look great, but I have no idea what half the magic powers actually do. Still fun to watch on weekends.",armchair critic
"It's just a guy levelling up in a video game interface while everyone else looks shocked at how strong he is. Mindless fun.",armchair critic
"Anya is cute, the dog is cool, Loid is neat. Nothing crazy happens, just a comfortable weekend watch.",armchair critic
"Denji is relatable because he just wants basic things in life. The show is super bloody for no reason though.",armchair critic
"Too many flashbacks during fights. They explain their tragic backstory for ten minutes before throwing one punch.",armchair critic
"Looks amazing, but I barely remember who half these captains are. Fights are cool though.",armchair critic
"Great worldbuilding and animation, but the main guy is super creepy. Hard to recommend to normal friends.",armchair critic
"First episode was a crazy movie, now it's just a regular show about the entertainment business. Still pretty good.",armchair critic
"Subaru just keeps dying over and over until he figures out the puzzle. Pretty stressful show to binge watch.",armchair critic
"Two smart kids refusing to confess their feelings for three seasons. Fun narrator carries the whole show.",armchair critic
"Nobody passes the ball in this entire sport. Unrealistic as hell, but hype to watch.",armchair critic
"Ayanokoji literally just manipulates everyone behind the scenes. Kind of cringey edgelord stuff, but hilarious.",armchair critic
"Cool visuals and great music. David rushed his cyberware way too fast, total tragic ending.",armchair critic
"Why doesn't the MC just take boxing lessons instead of crying every episode? Still hooked on the plot twists though.",armchair critic
"Great story, but you need to skip 10 minutes of recaps and reactions every single episode.",armchair critic
"How many 'Final Season Part X' announcements are they going to make? Just finish the show already.",armchair critic
"Chimera Ant arc was way too long. The narrator spent five minutes describing one second of action.",armchair critic
"Abridged version on YouTube is honestly way better than the actual anime.",armchair critic
"Goku gets a new hair color every time he fights a stronger guy. Nostalgic but silly.",armchair critic
"Aqua crying because she lost her money will never not be funny. Great comedy show.",armchair critic
"Literally just a guy who hates goblins doing quest board missions with his party.",armchair critic
"MC is completely living in his own chuunibyou reality and somehow everything works out. Top tier trash.",armchair critic
"The bass boost on those explosions is glorious. Wish the plot was a bit clearer.",armchair critic
"NO WAY BRO DID THAT! WHAT A CHAPTER! GOAT behavior from Luffy absolute peak cinema!!!",reactionista
"GOJO IS BACK??? AM I DREAMING OMG MY HEART IS BEATING SO FAST I CANNOT BREATHE!",reactionista
"THAT BASEMENT REVEAL JUST CHANGED EVERYTHING MY BRAIN IS COMPLETELY MELTED OMG OMG",reactionista
"RENGOKU NOOOOOOO I'M LITERALLY CRYING MY EYES OUT RIGHT NOW WHY DID HE HAVE TO DIE BRO",reactionista
"MAKIMA LITERALLY JUST DID THAT??? NOOOOO DOWG WTF JUST HAPPENED TO POWER I'M SHAKING",reactionista
"EPISODE 15 WAS THE MOST TRAUMATIZING THING I HAVE EVER WATCHED IN MY LIFE I AM CRYING IN BED",reactionista
"UNITED STATES OF SMASH! I HAVE CHILLS ALL OVER MY BODY THAT WAS THE BEST MOMENT IN SHONEN!",reactionista
"THE PHONE WAVE WORKED! MAURI IS SAFE! I'M SCREAMING AT MY MONITOR RIGHT NOW AT 3 AM!",reactionista
"THAT ENDING... I HAVE NO WORDS. JUST SITTING HERE IN SILENCE WITH TEARS STREAMING DOWN MY FACE.",reactionista
"GON'S TRANSFORMATION HAS ME SHAKING UNCONTROLLABLY OMG THE MUSIC THE ANIMATION GOOSEBUMPS!",reactionista
"REBECCA NOOOOOOOOOOO WHY HIM WHY HER I HATE ADAM SMASHER SO MUCH MAN I'M BROKEN",reactionista
"That dog episode... I feel sick to my stomach. Nina didn't deserve that at all man wtf.",reactionista
"EPISODE 1 JUST DESTROYED MY ENTIRE WEEK I AM LEGITIMATELY SOBBING RIGHT NOW HOW COULD THEY DO THIS",reactionista
"100% REIGEN WAS THE GREATEST TWIST EVER I LAUGHED SO HARD MY STOMACH HURTS!!!",reactionista
"ICHIGO'S NEW BANKAI LOOKS SO CLEAN HOLY SHIT MY JAW LITERALLY DROPPED TO THE FLOOR",reactionista
"HE SAID ARISE OMG THE CHILLS I BECOME AN ABSOLUTE FANBOY EVERY TIME HE DOES THAT!!",reactionista
"'I have no enemies' JUST MADE ME A BETTER HUMAN BEING MAN I AM CRYING REAL TEARS",reactionista
"BOCCHI'S FACE WHEN SHE TURNED INTO 3D DUST HAD ME LAUGHING FOR 10 MINUTES STRAIGHT SSS-TIER HUMOR",reactionista
"THAT ZOLTRAAK ANIMATION WAS INSANE! UFOTABLE HAS COMPETITION NOW MY EYES ARE BLESSED",reactionista
"ISAGI DEVOURING BAROU WAS SO HARD MAN I WAS YELLING AT MY SCREEN IN THE MIDDLE OF THE NIGHT!",reactionista
"THE ELEVATOR SCENE... NO NO NO NO WHY WOULD THEY ANIMATE THAT I'M DISTURBED BEYOND WORDS",reactionista
"GOKU UNLOCKING ULTRA INSTINCT WITH THAT THEME SONG GAVE ME ABSOLUTE GOOSEBUMPS OMG!",reactionista
"THE CULTURAL FESTIVAL KISS HAPPENED OMG IT FINALLY HAPPENED I'M SCREAMING INTO MY PILLOW!",reactionista
"WHEN UNRAVEL STARTED PLAYING DURING THE FIGHT I STOOD UP AND STARTED CHEERING LETS GOOOOO!",reactionista
"NIGHT GUY IS THE COOLEST THING EVER ANIMATED I WAS CHEERING SO LOUD MY NEIGHBORS COMPLAINED!",reactionista
"Frieren using Zoltraak gave me absolute chills! Best episode of the entire season easily!",reactionista
"Tengen vs Gyutaro animation was out of this world! I couldn't even blink during that fight scene!",reactionista
"SUKUNA'S DOMAIN EXPANSION IN SHIBUYA WAS ABSOLUTE MASSACRE MY JAW IS ON THE FLOOR!",reactionista
"GEAR 5 IS FINALLY ANIMATED! THE LOONEY TUNES SOUND EFFECTS ARE SO FUNNY LMAO LOVED IT!",reactionista
"THE RUMBLING HAS STARTED OMG THE MUSIC GAVE ME GOOSEBUMPS ALL OVER MY BODY!",reactionista
"Katana Man vs Denji on the train was so hype! The sound design was crazy good!",reactionista
"BAKUGO'S MOMENT IN THE LATEST EPISODE HAD ME IN TEARS BRO NO WAY THAT JUST HAPPENED!",reactionista
"HE SAID THE LINE! ARISE IS HERE! I CANNOT STOP SCREAMING LETS GOOOOOOO!",reactionista
"Yamamoto's Bankai was peak anime! Everything melting around him was so freaking cool!",reactionista
"Eris leaving broke my heart... Subaru level pain right here man I'm so sad for Rudeus.",reactionista
"ISAGI'S DIRECT VOLLEY WAS SO CLEAN! I ACTUALLY STOOD UP AND CHEERED IN MY ROOM!",reactionista
"I came here for a fun idol anime why am I crying my eyes out 1 hour in???",reactionista
"THE RABBITS SCENE WAS SO HORRIFYING WTF I COULD HARDLY WATCH MY SCREEN HAS ME SHAKING",reactionista
"THE ROOFTOP SCENE WAS SO WHOLESOME I SMILED SO HARD MY FACE HURTS RIGHT NOW!",reactionista
"Ayanokoji completely destroying Ryuen was so satisfying to watch! Peak episode!",reactionista
"That song playing at the end ruined me emotionally. I'm going to be depressed for a week.",reactionista
"Draken surviving that fight had me holding my breath the whole time! What an episode!",reactionista
"Netero's last smile before the bomb went off gave me nightmares holy shit that was insane!",reactionista
"Sinon's sniper shot was so badass! Love the action sequences in this arc so far!",reactionista
"Goku and Frieza teaming up at the end gave me absolute goosebumps! Legendary moment!",reactionista
"MEGUMIN'S EXPLOSION SPELL ANIMATION IS GETTING BETTER EVERY SINGLE EPISODE LMAO YES!",reactionista
"WTF WAS THAT FIRST EPISODE MY SANITY IS COMPLETELY GONE I WAS NOT PREPARED FOR THIS",reactionista
"HE SAID 'I AM ATOMIC' AND NUKED THE CITY LMAOOOO I CANNOT STOP LAUGHING THIS IS PEAK",reactionista
"Shinra moving at the speed of light had my jaw dropping! Visuals were insane!",reactionista
"Bocchi's improvised solo with the broken string gave me goosebumps! BEST GIRL!",reactionista
